f_blood,f_fat,f_water,f_mel,f_col,SO2,total_ratio,count
0.002816310640581049,0.9631121590751192,0.0909056173984989,0.0,0.0,0.6740702499808782,1.0568340871141992,3.0
0.020693363190003602,0.9566286200581328,0.08433045601187979,0.0,0.0,0.7298416449388337,1.0616524392600162,5.0
0.010741815333299931,0.9510369963045848,0.11982502511445467,0.0,0.0,0.6926144234991847,1.0816038367523393,1.0
0.01911821208123579,0.9568200692895302,0.11945905879138341,0.0,0.0,0.701995722765054,1.0953973401621493,3.0
0.001855829765555067,0.9551140926688947,0.08382407618276681,0.0,0.0,0.6984898571209305,1.0407939986172166,3.0
0.016022701584853544,0.9643215358956269,0.09304252074293774,0.0,0.0,0.7422306093294931,1.0733867582234182,1.0
0.0031862799963969846,0.9602063998291934,0.09258684238749626,0.0,0.0,0.7128549695450623,1.0559795222130868,3.0
0.009566243337703829,0.9604004953275576,0.11724691321740696,0.0,0.0,0.6583720549579576,1.0872136518826683,6.0
2.0485287155191936e-05,0.9675602125469046,0.1110449379080401,0.0,0.0,0.6554633914177561,1.0786256357420998,2.0
0.009820227931195136,0.9537630071063122,0.11746148285257982,0.0,0.0,0.7247798613687101,1.081044717890087,3.0
0.0043414100422832225,0.9862802389965382,0.10730704176477932,0.0,0.0,0.7272354379222322,1.0979286908036006,1.0
0.005125911099700242,0.9730533218840727,0.1114299198261114,0.0,0.0,0.6986054683055829,1.0896091528098844,1.0
0.009474463019898866,0.9575698714627497,0.11018843992262344,0.0,0.0,0.7013205424973188,1.077232774405272,2.0
0.002462596465025585,0.9851449138956339,0.10589949018304637,0.0,0.0,0.6809649051440614,1.0935070005437058,3.0
0.00630493630521195,0.9653558974832531,0.09509918684642227,0.0,0.0,0.6937515097852422,1.0667600206348875,1.0
0.014926070119988744,0.9637882256117362,0.09825838032539935,0.0,0.0,0.6549210046467663,1.076972676057124,5.0
0.014709091761117865,0.9573274957199228,0.10975542901510575,0.0,0.0,0.721950003265677,1.0817920164961465,5.0
0.010026643165709982,0.970323915492696,0.08910925041491437,0.0,0.0,0.6686956023959229,1.0694598090733205,3.0
0.015870767876154778,0.9501572124369118,0.1042416385608359,0.0,0.0,0.7080278371005727,1.0702696188739025,1.0
0.014816834592734973,0.9632701728659657,0.10598151395366652,0.0,0.0,0.6868218550667591,1.0840685214123673,1.0
